"ï..strain","host","plasmid","plasmid_2","strain_2","media","sugar","amino_acids","inducer","concentration","init_ratio","init_dilution","well","time","600","mApple2:579,616","mNeon:479,520","row","column"
"","","","","","","","","",NA,NA,NA,"D7",65919,0.153,32,35938,"D",7
"","","","","","","","","",NA,NA,NA,"D7",66219,0.153,25,34948,"D",7
"","","","","","","","","",NA,NA,NA,"D7",66519,0.153,29,36466,"D",7
"","","","","","","","","",NA,NA,NA,"D7",66819,0.153,27,36170,"D",7
"","","","","","","","","",NA,NA,NA,"D7",67119,0.153,28,36060,"D",7
"","","","","","","","","",NA,NA,NA,"D7",67419,0.153,31,35857,"D",7
"","","","","","","","","",NA,NA,NA,"D7",67719,0.153,32,35478,"D",7
"","","","","","","","","",NA,NA,NA,"D7",68019,0.153,27,35632,"D",7
"","","","","","","","","",NA,NA,NA,"D7",68319,0.152,26,35299,"D",7
"","","","","","","","","",NA,NA,NA,"D7",68619,0.153,21,35615,"D",7
"","","","","","","","","",NA,NA,NA,"D7",68919,0.153,30,35675,"D",7
"","","","","","","","","",NA,NA,NA,"D7",69219,0.152,29,35321,"D",7
"","","","","","","","","",NA,NA,NA,"D7",69519,0.152,32,35142,"D",7
"","","","","","","","","",NA,NA,NA,"D7",69819,0.152,29,35957,"D",7
"","","","","","","","","",NA,NA,NA,"D7",70119,0.152,26,35578,"D",7
"","","","","","","","","",NA,NA,NA,"D7",70419,0.152,33,36053,"D",7
"","","","","","","","","",NA,NA,NA,"D7",70719,0.152,27,35430,"D",7
"","","","","","","","","",NA,NA,NA,"D7",71019,0.152,29,35582,"D",7
"","","","","","","","","",NA,NA,NA,"D7",71319,0.152,26,35901,"D",7
"","","","","","","","","",NA,NA,NA,"D7",71619,0.152,32,35566,"D",7
"","","","","","","","","",NA,NA,NA,"D7",71919,0.152,33,36036,"D",7
"","","","","","","","","",NA,NA,NA,"D7",72219,0.152,27,35330,"D",7
"","","","","","","","","",NA,NA,NA,"D7",72519,0.152,33,36096,"D",7
"","","","","","","","","",NA,NA,NA,"D7",72819,0.152,27,36394,"D",7
"","","","","","","","","",NA,NA,NA,"D7",73119,0.152,31,36231,"D",7
"","","","","","","","","",NA,NA,NA,"D7",73419,0.152,27,35825,"D",7
"","","","","","","","","",NA,NA,NA,"D7",73719,0.152,29,36962,"D",7
"","","","","","","","","",NA,NA,NA,"D7",74019,0.152,31,37393,"D",7
"","","","","","","","","",NA,NA,NA,"D7",74319,0.152,29,36721,"D",7
"","","","","","","","","",NA,NA,NA,"D7",74619,0.152,29,36103,"D",7
"","","","","","","","","",NA,NA,NA,"D7",74919,0.152,30,35860,"D",7
"","","","","","","","","",NA,NA,NA,"D7",75219,0.152,32,36665,"D",7
"","","","","","","","","",NA,NA,NA,"D7",75519,0.152,28,36609,"D",7
"","","","","","","","","",NA,NA,NA,"D7",75819,0.152,31,36384,"D",7
"","","","","","","","","",NA,NA,NA,"D7",76119,0.152,30,35739,"D",7
"","","","","","","","","",NA,NA,NA,"D7",76419,0.152,33,36106,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D7",0,NA,NA,NA,"D",7
"","","","","","","","","",NA,NA,NA,"D8",219,0.135,37,22846,"D",8
"","","","","","","","","",NA,NA,NA,"D8",519,0.135,31,22873,"D",8
"","","","","","","","","",NA,NA,NA,"D8",819,0.134,36,21795,"D",8
"","","","","","","","","",NA,NA,NA,"D8",1119,0.135,33,23008,"D",8
"","","","","","","","","",NA,NA,NA,"D8",1419,0.139,35,22661,"D",8
"","","","","","","","","",NA,NA,NA,"D8",1719,0.144,34,23552,"D",8
"","","","","","","","","",NA,NA,NA,"D8",2019,0.144,35,22752,"D",8
"","","","","","","","","",NA,NA,NA,"D8",2319,0.145,35,22672,"D",8
"","","","","","","","","",NA,NA,NA,"D8",2619,0.146,29,22273,"D",8
"","","","","","","","","",NA,NA,NA,"D8",2919,0.147,30,22586,"D",8
"","","","","","","","","",NA,NA,NA,"D8",3219,0.146,37,22703,"D",8
"","","","","","","","","",NA,NA,NA,"D8",3519,0.147,34,22724,"D",8
"","","","","","","","","",NA,NA,NA,"D8",3819,0.146,34,22770,"D",8
"","","","","","","","","",NA,NA,NA,"D8",4119,0.146,37,22478,"D",8
"","","","","","","","","",NA,NA,NA,"D8",4419,0.145,36,22893,"D",8
"","","","","","","","","",NA,NA,NA,"D8",4719,0.146,34,23927,"D",8
"","","","","","","","","",NA,NA,NA,"D8",5019,0.146,38,23797,"D",8
"","","","","","","","","",NA,NA,NA,"D8",5319,0.146,37,22883,"D",8
"","","","","","","","","",NA,NA,NA,"D8",5619,0.145,34,23104,"D",8
"","","","","","","","","",NA,NA,NA,"D8",5919,0.146,33,23584,"D",8
"","","","","","","","","",NA,NA,NA,"D8",6219,0.146,35,23982,"D",8
"","","","","","","","","",NA,NA,NA,"D8",6519,0.147,39,23282,"D",8
"","","","","","","","","",NA,NA,NA,"D8",6819,0.147,31,23746,"D",8
"","","","","","","","","",NA,NA,NA,"D8",7119,0.146,29,22844,"D",8
"","","","","","","","","",NA,NA,NA,"D8",7419,0.146,37,23800,"D",8
"","","","","","","","","",NA,NA,NA,"D8",7719,0.147,34,23573,"D",8
"","","","","","","","","",NA,NA,NA,"D8",8019,0.147,36,23914,"D",8
"","","","","","","","","",NA,NA,NA,"D8",8319,0.147,35,24535,"D",8
"","","","","","","","","",NA,NA,NA,"D8",8619,0.147,33,23821,"D",8
"","","","","","","","","",NA,NA,NA,"D8",8919,0.147,37,23856,"D",8
"","","","","","","","","",NA,NA,NA,"D8",9219,0.147,36,24195,"D",8
"","","","","","","","","",NA,NA,NA,"D8",9519,0.147,30,23598,"D",8
"","","","","","","","","",NA,NA,NA,"D8",9819,0.147,31,24196,"D",8
"","","","","","","","","",NA,NA,NA,"D8",10119,0.147,37,24212,"D",8
"","","","","","","","","",NA,NA,NA,"D8",10419,0.147,29,23601,"D",8
"","","","","","","","","",NA,NA,NA,"D8",10719,0.148,37,24474,"D",8
"","","","","","","","","",NA,NA,NA,"D8",11019,0.148,35,24839,"D",8
"","","","","","","","","",NA,NA,NA,"D8",11319,0.148,38,24401,"D",8
"","","","","","","","","",NA,NA,NA,"D8",11619,0.148,37,24797,"D",8
"","","","","","","","","",NA,NA,NA,"D8",11919,0.148,43,25458,"D",8
"","","","","","","","","",NA,NA,NA,"D8",12219,0.148,41,25478,"D",8
"","","","","","","","","",NA,NA,NA,"D8",12519,0.149,39,25399,"D",8
"","","","","","","","","",NA,NA,NA,"D8",12819,0.149,30,24461,"D",8
"","","","","","","","","",NA,NA,NA,"D8",13119,0.149,30,24666,"D",8
"","","","","","","","","",NA,NA,NA,"D8",13419,0.149,34,25814,"D",8
"","","","","","","","","",NA,NA,NA,"D8",13719,0.149,37,24857,"D",8
"","","","","","","","","",NA,NA,NA,"D8",14019,0.149,38,25272,"D",8
"","","","","","","","","",NA,NA,NA,"D8",14319,0.149,32,24755,"D",8
"","","","","","","","","",NA,NA,NA,"D8",14619,0.15,36,25738,"D",8
"","","","","","","","","",NA,NA,NA,"D8",14919,0.15,35,25405,"D",8
"","","","","","","","","",NA,NA,NA,"D8",15219,0.15,32,25361,"D",8
"","","","","","","","","",NA,NA,NA,"D8",15519,0.15,37,25431,"D",8
"","","","","","","","","",NA,NA,NA,"D8",15819,0.151,37,25008,"D",8
"","","","","","","","","",NA,NA,NA,"D8",16119,0.151,32,26245,"D",8
"","","","","","","","","",NA,NA,NA,"D8",16419,0.151,37,25124,"D",8
"","","","","","","","","",NA,NA,NA,"D8",16719,0.151,37,25785,"D",8
"","","","","","","","","",NA,NA,NA,"D8",17019,0.152,39,25819,"D",8
"","","","","","","","","",NA,NA,NA,"D8",17319,0.152,33,26432,"D",8
"","","","","","","","","",NA,NA,NA,"D8",17619,0.153,30,25717,"D",8
"","","","","","","","","",NA,NA,NA,"D8",17919,0.153,36,26725,"D",8
"","","","","","","","","",NA,NA,NA,"D8",18219,0.153,36,26485,"D",8
"","","","","","","","","",NA,NA,NA,"D8",18519,0.154,32,27279,"D",8
"","","","","","","","","",NA,NA,NA,"D8",18819,0.154,29,27038,"D",8
"","","","","","","","","",NA,NA,NA,"D8",19119,0.154,32,27189,"D",8
"","","","","","","","","",NA,NA,NA,"D8",19419,0.155,31,26402,"D",8
"","","","","","","","","",NA,NA,NA,"D8",19719,0.155,26,26961,"D",8
"","","","","","","","","",NA,NA,NA,"D8",20019,0.155,36,27259,"D",8
"","","","","","","","","",NA,NA,NA,"D8",20319,0.156,32,26563,"D",8
"","","","","","","","","",NA,NA,NA,"D8",20619,0.155,38,26266,"D",8
"","","","","","","","","",NA,NA,NA,"D8",20919,0.156,38,27707,"D",8
"","","","","","","","","",NA,NA,NA,"D8",21219,0.156,37,26719,"D",8
"","","","","","","","","",NA,NA,NA,"D8",21519,0.156,38,27452,"D",8
"","","","","","","","","",NA,NA,NA,"D8",21819,0.156,35,27232,"D",8
"","","","","","","","","",NA,NA,NA,"D8",22119,0.156,32,26573,"D",8
"","","","","","","","","",NA,NA,NA,"D8",22419,0.156,35,27874,"D",8
"","","","","","","","","",NA,NA,NA,"D8",22719,0.156,36,27085,"D",8
"","","","","","","","","",NA,NA,NA,"D8",23019,0.156,32,27638,"D",8
"","","","","","","","","",NA,NA,NA,"D8",23319,0.156,33,28419,"D",8
"","","","","","","","","",NA,NA,NA,"D8",23619,0.156,33,27812,"D",8
"","","","","","","","","",NA,NA,NA,"D8",23919,0.156,39,28036,"D",8
"","","","","","","","","",NA,NA,NA,"D8",24219,0.156,32,27508,"D",8
"","","","","","","","","",NA,NA,NA,"D8",24519,0.156,36,26845,"D",8
"","","","","","","","","",NA,NA,NA,"D8",24819,0.156,33,28541,"D",8
"","","","","","","","","",NA,NA,NA,"D8",25119,0.156,32,28145,"D",8
"","","","","","","","","",NA,NA,NA,"D8",25419,0.156,36,27496,"D",8
"","","","","","","","","",NA,NA,NA,"D8",25719,0.156,33,28758,"D",8
"","","","","","","","","",NA,NA,NA,"D8",26019,0.156,31,28578,"D",8
"","","","","","","","","",NA,NA,NA,"D8",26319,0.155,34,28500,"D",8
"","","","","","","","","",NA,NA,NA,"D8",26619,0.155,29,28146,"D",8
"","","","","","","","","",NA,NA,NA,"D8",26919,0.155,31,29016,"D",8
"","","","","","","","","",NA,NA,NA,"D8",27219,0.155,33,28948,"D",8
"","","","","","","","","",NA,NA,NA,"D8",27519,0.155,33,28253,"D",8
"","","","","","","","","",NA,NA,NA,"D8",27819,0.155,33,28567,"D",8
"","","","","","","","","",NA,NA,NA,"D8",28119,0.155,32,28415,"D",8
"","","","","","","","","",NA,NA,NA,"D8",28419,0.155,29,28994,"D",8
"","","","","","","","","",NA,NA,NA,"D8",28719,0.155,29,27699,"D",8
"","","","","","","","","",NA,NA,NA,"D8",29019,0.155,31,28697,"D",8
"","","","","","","","","",NA,NA,NA,"D8",29319,0.155,35,29526,"D",8
"","","","","","","","","",NA,NA,NA,"D8",29619,0.155,31,28769,"D",8
"","","","","","","","","",NA,NA,NA,"D8",29919,0.155,33,28855,"D",8
"","","","","","","","","",NA,NA,NA,"D8",30219,0.155,35,28558,"D",8
"","","","","","","","","",NA,NA,NA,"D8",30519,0.154,33,29449,"D",8
"","","","","","","","","",NA,NA,NA,"D8",30819,0.154,34,29344,"D",8
"","","","","","","","","",NA,NA,NA,"D8",31119,0.154,34,29626,"D",8
"","","","","","","","","",NA,NA,NA,"D8",31419,0.154,31,29663,"D",8
"","","","","","","","","",NA,NA,NA,"D8",31719,0.154,36,29432,"D",8
"","","","","","","","","",NA,NA,NA,"D8",32019,0.154,33,29610,"D",8
"","","","","","","","","",NA,NA,NA,"D8",32319,0.154,31,30109,"D",8
"","","","","","","","","",NA,NA,NA,"D8",32619,0.154,29,29321,"D",8
"","","","","","","","","",NA,NA,NA,"D8",32919,0.154,30,29964,"D",8
"","","","","","","","","",NA,NA,NA,"D8",33219,0.154,30,29598,"D",8
"","","","","","","","","",NA,NA,NA,"D8",33519,0.154,30,28847,"D",8
"","","","","","","","","",NA,NA,NA,"D8",33819,0.154,30,29670,"D",8
"","","","","","","","","",NA,NA,NA,"D8",34119,0.154,30,29602,"D",8
"","","","","","","","","",NA,NA,NA,"D8",34419,0.154,35,29826,"D",8
"","","","","","","","","",NA,NA,NA,"D8",34719,0.153,35,30636,"D",8
"","","","","","","","","",NA,NA,NA,"D8",35019,0.153,33,30266,"D",8
"","","","","","","","","",NA,NA,NA,"D8",35319,0.153,35,29579,"D",8
"","","","","","","","","",NA,NA,NA,"D8",35619,0.153,30,30463,"D",8
"","","","","","","","","",NA,NA,NA,"D8",35919,0.153,32,29435,"D",8
"","","","","","","","","",NA,NA,NA,"D8",36219,0.153,31,30440,"D",8
"","","","","","","","","",NA,NA,NA,"D8",36519,0.153,28,30320,"D",8
"","","","","","","","","",NA,NA,NA,"D8",36819,0.153,29,30098,"D",8
"","","","","","","","","",NA,NA,NA,"D8",37119,0.153,30,31083,"D",8
"","","","","","","","","",NA,NA,NA,"D8",37419,0.153,32,31515,"D",8
"","","","","","","","","",NA,NA,NA,"D8",37719,0.153,37,30362,"D",8
"","","","","","","","","",NA,NA,NA,"D8",38019,0.153,34,29675,"D",8
"","","","","","","","","",NA,NA,NA,"D8",38319,0.153,29,30834,"D",8
"","","","","","","","","",NA,NA,NA,"D8",38619,0.153,31,30337,"D",8
"","","","","","","","","",NA,NA,NA,"D8",38919,0.153,30,30513,"D",8
"","","","","","","","","",NA,NA,NA,"D8",39219,0.152,29,31059,"D",8
"","","","","","","","","",NA,NA,NA,"D8",39519,0.153,33,30888,"D",8
"","","","","","","","","",NA,NA,NA,"D8",39819,0.152,32,30248,"D",8
"","","","","","","","","",NA,NA,NA,"D8",40119,0.152,28,31471,"D",8
"","","","","","","","","",NA,NA,NA,"D8",40419,0.152,36,30542,"D",8
"","","","","","","","","",NA,NA,NA,"D8",40719,0.152,29,31960,"D",8
"","","","","","","","","",NA,NA,NA,"D8",41019,0.152,29,31160,"D",8
"","","","","","","","","",NA,NA,NA,"D8",41319,0.152,24,30999,"D",8
"","","","","","","","","",NA,NA,NA,"D8",41619,0.152,32,31403,"D",8
"","","","","","","","","",NA,NA,NA,"D8",41919,0.152,26,31776,"D",8
"","","","","","","","","",NA,NA,NA,"D8",42219,0.152,24,31333,"D",8
"","","","","","","","","",NA,NA,NA,"D8",42519,0.152,31,30684,"D",8
"","","","","","","","","",NA,NA,NA,"D8",42819,0.152,29,31251,"D",8
"","","","","","","","","",NA,NA,NA,"D8",43119,0.152,28,30863,"D",8
"","","","","","","","","",NA,NA,NA,"D8",43419,0.152,32,31892,"D",8
"","","","","","","","","",NA,NA,NA,"D8",43719,0.152,28,31669,"D",8
"","","","","","","","","",NA,NA,NA,"D8",44019,0.152,33,31953,"D",8
"","","","","","","","","",NA,NA,NA,"D8",44319,0.152,32,31370,"D",8
"","","","","","","","","",NA,NA,NA,"D8",44619,0.152,27,30919,"D",8
"","","","","","","","","",NA,NA,NA,"D8",44919,0.151,29,31819,"D",8
"","","","","","","","","",NA,NA,NA,"D8",45219,0.151,33,32009,"D",8
"","","","","","","","","",NA,NA,NA,"D8",45519,0.151,29,31317,"D",8
"","","","","","","","","",NA,NA,NA,"D8",45819,0.151,33,31531,"D",8
"","","","","","","","","",NA,NA,NA,"D8",46119,0.151,34,31954,"D",8
"","","","","","","","","",NA,NA,NA,"D8",46419,0.151,31,31642,"D",8
"","","","","","","","","",NA,NA,NA,"D8",46719,0.151,31,31366,"D",8
"","","","","","","","","",NA,NA,NA,"D8",47019,0.151,27,32661,"D",8
"","","","","","","","","",NA,NA,NA,"D8",47319,0.151,33,32346,"D",8
"","","","","","","","","",NA,NA,NA,"D8",47619,0.151,32,30923,"D",8
"","","","","","","","","",NA,NA,NA,"D8",47919,0.151,32,32475,"D",8
"","","","","","","","","",NA,NA,NA,"D8",48219,0.151,30,32494,"D",8
"","","","","","","","","",NA,NA,NA,"D8",48519,0.151,28,32207,"D",8
"","","","","","","","","",NA,NA,NA,"D8",48819,0.151,31,32677,"D",8
"","","","","","","","","",NA,NA,NA,"D8",49119,0.151,32,32108,"D",8
"","","","","","","","","",NA,NA,NA,"D8",49419,0.151,33,32814,"D",8
"","","","","","","","","",NA,NA,NA,"D8",49719,0.151,26,32282,"D",8
"","","","","","","","","",NA,NA,NA,"D8",50019,0.151,31,32194,"D",8
"","","","","","","","","",NA,NA,NA,"D8",50319,0.15,30,31775,"D",8
"","","","","","","","","",NA,NA,NA,"D8",50619,0.151,30,32416,"D",8
"","","","","","","","","",NA,NA,NA,"D8",50919,0.15,32,32329,"D",8
"","","","","","","","","",NA,NA,NA,"D8",51219,0.15,32,31711,"D",8
"","","","","","","","","",NA,NA,NA,"D8",51519,0.15,34,32457,"D",8
"","","","","","","","","",NA,NA,NA,"D8",51819,0.15,31,32158,"D",8
"","","","","","","","","",NA,NA,NA,"D8",52119,0.15,30,32832,"D",8
"","","","","","","","","",NA,NA,NA,"D8",52419,0.15,27,32314,"D",8
"","","","","","","","","",NA,NA,NA,"D8",52719,0.15,26,33099,"D",8
"","","","","","","","","",NA,NA,NA,"D8",53019,0.15,29,33141,"D",8
"","","","","","","","","",NA,NA,NA,"D8",53319,0.15,28,32399,"D",8
"","","","","","","","","",NA,NA,NA,"D8",53619,0.15,32,33124,"D",8
"","","","","","","","","",NA,NA,NA,"D8",53919,0.15,36,32756,"D",8
"","","","","","","","","",NA,NA,NA,"D8",54219,0.15,30,32985,"D",8
"","","","","","","","","",NA,NA,NA,"D8",54519,0.15,27,33226,"D",8
"","","","","","","","","",NA,NA,NA,"D8",54819,0.15,29,33055,"D",8
"","","","","","","","","",NA,NA,NA,"D8",55119,0.15,29,32619,"D",8
"","","","","","","","","",NA,NA,NA,"D8",55419,0.15,33,32900,"D",8
"","","","","","","","","",NA,NA,NA,"D8",55719,0.149,27,32879,"D",8
"","","","","","","","","",NA,NA,NA,"D8",56019,0.149,27,33618,"D",8
"","","","","","","","","",NA,NA,NA,"D8",56319,0.149,29,32824,"D",8
"","","","","","","","","",NA,NA,NA,"D8",56619,0.149,30,32814,"D",8
"","","","","","","","","",NA,NA,NA,"D8",56919,0.149,33,33010,"D",8
"","","","","","","","","",NA,NA,NA,"D8",57219,0.149,25,33252,"D",8
"","","","","","","","","",NA,NA,NA,"D8",57519,0.149,29,33037,"D",8
"","","","","","","","","",NA,NA,NA,"D8",57819,0.149,30,33489,"D",8
"","","","","","","","","",NA,NA,NA,"D8",58119,0.149,29,34062,"D",8
"","","","","","","","","",NA,NA,NA,"D8",58419,0.149,29,33173,"D",8
"","","","","","","","","",NA,NA,NA,"D8",58719,0.149,29,33444,"D",8
"","","","","","","","","",NA,NA,NA,"D8",59019,0.149,25,33519,"D",8
"","","","","","","","","",NA,NA,NA,"D8",59319,0.149,31,33729,"D",8
"","","","","","","","","",NA,NA,NA,"D8",59619,0.149,26,33640,"D",8
"","","","","","","","","",NA,NA,NA,"D8",59919,0.149,29,33856,"D",8
"","","","","","","","","",NA,NA,NA,"D8",60219,0.149,35,33281,"D",8
"","","","","","","","","",NA,NA,NA,"D8",60519,0.149,25,33737,"D",8
"","","","","","","","","",NA,NA,NA,"D8",60819,0.149,31,33283,"D",8
"","","","","","","","","",NA,NA,NA,"D8",61119,0.149,32,34284,"D",8
"","","","","","","","","",NA,NA,NA,"D8",61419,0.149,33,33586,"D",8
"","","","","","","","","",NA,NA,NA,"D8",61719,0.149,29,33453,"D",8
"","","","","","","","","",NA,NA,NA,"D8",62019,0.148,29,33653,"D",8
"","","","","","","","","",NA,NA,NA,"D8",62319,0.148,29,33635,"D",8
"","","","","","","","","",NA,NA,NA,"D8",62619,0.148,24,33915,"D",8
"","","","","","","","","",NA,NA,NA,"D8",62919,0.148,29,34119,"D",8
"","","","","","","","","",NA,NA,NA,"D8",63219,0.148,25,34257,"D",8
"","","","","","","","","",NA,NA,NA,"D8",63519,0.148,33,33680,"D",8
"","","","","","","","","",NA,NA,NA,"D8",63819,0.148,26,34078,"D",8
"","","","","","","","","",NA,NA,NA,"D8",64119,0.148,27,33850,"D",8
"","","","","","","","","",NA,NA,NA,"D8",64419,0.148,27,33638,"D",8
"","","","","","","","","",NA,NA,NA,"D8",64719,0.148,28,33553,"D",8
"","","","","","","","","",NA,NA,NA,"D8",65019,0.148,25,33636,"D",8
"","","","","","","","","",NA,NA,NA,"D8",65319,0.148,27,33858,"D",8
"","","","","","","","","",NA,NA,NA,"D8",65619,0.148,26,33995,"D",8
"","","","","","","","","",NA,NA,NA,"D8",65919,0.148,26,34465,"D",8
"","","","","","","","","",NA,NA,NA,"D8",66219,0.148,33,33976,"D",8
"","","","","","","","","",NA,NA,NA,"D8",66519,0.147,33,34318,"D",8
"","","","","","","","","",NA,NA,NA,"D8",66819,0.148,30,34168,"D",8
"","","","","","","","","",NA,NA,NA,"D8",67119,0.147,31,34714,"D",8
"","","","","","","","","",NA,NA,NA,"D8",67419,0.148,23,34520,"D",8
"","","","","","","","","",NA,NA,NA,"D8",67719,0.147,25,33414,"D",8
"","","","","","","","","",NA,NA,NA,"D8",68019,0.147,27,34506,"D",8
"","","","","","","","","",NA,NA,NA,"D8",68319,0.147,30,35287,"D",8
"","","","","","","","","",NA,NA,NA,"D8",68619,0.147,30,34171,"D",8
"","","","","","","","","",NA,NA,NA,"D8",68919,0.147,35,33453,"D",8
"","","","","","","","","",NA,NA,NA,"D8",69219,0.147,28,34997,"D",8
"","","","","","","","","",NA,NA,NA,"D8",69519,0.147,26,34778,"D",8
"","","","","","","","","",NA,NA,NA,"D8",69819,0.147,28,34426,"D",8
"","","","","","","","","",NA,NA,NA,"D8",70119,0.147,26,34023,"D",8
"","","","","","","","","",NA,NA,NA,"D8",70419,0.147,28,34815,"D",8
"","","","","","","","","",NA,NA,NA,"D8",70719,0.147,31,34052,"D",8
"","","","","","","","","",NA,NA,NA,"D8",71019,0.147,27,34492,"D",8
"","","","","","","","","",NA,NA,NA,"D8",71319,0.147,27,34043,"D",8
"","","","","","","","","",NA,NA,NA,"D8",71619,0.147,30,35478,"D",8
"","","","","","","","","",NA,NA,NA,"D8",71919,0.147,28,35516,"D",8
"","","","","","","","","",NA,NA,NA,"D8",72219,0.147,30,34289,"D",8
"","","","","","","","","",NA,NA,NA,"D8",72519,0.147,28,34553,"D",8
"","","","","","","","","",NA,NA,NA,"D8",72819,0.146,26,34845,"D",8
"","","","","","","","","",NA,NA,NA,"D8",73119,0.146,30,34873,"D",8
"","","","","","","","","",NA,NA,NA,"D8",73419,0.146,26,34403,"D",8
"","","","","","","","","",NA,NA,NA,"D8",73719,0.146,29,35542,"D",8
"","","","","","","","","",NA,NA,NA,"D8",74019,0.146,30,34490,"D",8
"","","","","","","","","",NA,NA,NA,"D8",74319,0.146,31,34767,"D",8
"","","","","","","","","",NA,NA,NA,"D8",74619,0.146,24,35124,"D",8
"","","","","","","","","",NA,NA,NA,"D8",74919,0.146,24,34943,"D",8
"","","","","","","","","",NA,NA,NA,"D8",75219,0.146,30,35730,"D",8
"","","","","","","","","",NA,NA,NA,"D8",75519,0.146,26,34702,"D",8
"","","","","","","","","",NA,NA,NA,"D8",75819,0.146,29,34848,"D",8
"","","","","","","","","",NA,NA,NA,"D8",76119,0.146,30,34194,"D",8
"","","","","","","","","",NA,NA,NA,"D8",76419,0.146,27,35473,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
"","","","","","","","","",NA,NA,NA,"D8",0,NA,NA,NA,"D",8
